Ekran_Boyutu,Ekran_Karti,Ekran_Yenileme_Hizi,Hard_Disk_Kapasitesi,Ram,SSD_Kapasitesi,Cozunurluk,Islemci_Nesli,Islemci_Tipi,Isletim_Sistemi,url,price,marka
15.6,Intel XE Graphics,60.0,0.0,8.0,256.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//hp/hp-250-g8-i5-1135g7-8gb-256gb-15-6-fhd-freedos-853u7es-p-749366836,11.549,hp
,,,,,,,,,,https://www.trendyol.com//acer/aspire3-a315-56-327t-intel-core-i3-1005g1-8gb-256gb-ssd-freedos-15-6-fhd-notebook-nx-hs5ey-006-p-259076889,11.499,acer
15.6,Intel Iris Graphics,60.0,0.0,16.0,512.0,1920 x 1080,11.0,Intel Core i5,Ubuntu,https://www.trendyol.com//dell/inspiron-15-3511-intel-core-i5-1135g7-16gb-512gb-ssd-15-6-ubuntu-fb1135u82n06-p-317807126,14.5,dell
15.6,Intel XE Graphics,60.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-3-15iau7-intel-core-i5-1235u-16gb-512gb-ssd-freedos-15-6-fhd-82rk00tltxa38-p-780522220,15.1419,lenovo
,,,,,,,,,,https://www.trendyol.com//casper/excalibur-g770-1245-8vh0t-b-intel-core-i5-12450h-8-gb-ram-500-gb-ssd-gen4-4gb-gtx-1650-windows-11-p-359358937,24.599,casper
15.6,AMD Radeon Graphics,60.0,0.0,8.0,512.0,1920 x 1080,7.0,AMD Ryzen 5,Free Dos,https://www.trendyol.com//acer/aspire-3-a315-24p-r808-nx-kjeey-001-ryzen5-7520u-8gb-512ssd-15-6-fullhd-freedos-tasinabilir-bi-p-774795443,10.75,acer
15.6,Nvidia GeForce MX130,,,4.0,256.0,1920 x 1080,,Intel Core i5,Free Dos,https://www.trendyol.com//asus/x515jf-ej039-i5-1035g1-4gb-256gb-15-6-dos-p-127058140,18.48,asus
14.0,Nvidia GeForce MX330,60.0,0.0,12.0,256.0,1366 x 768,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//dell/vostro-3400-core-i5-1135g7-12gb-256-gb-ssd-2gb-mx330-freedos-uyumlu-14-n4030vn3400emeabt1-p-665731114,12.9841,dell
14.0,Nvidia GeForce MX330,60.0,0.0,12.0,512.0,1366 x 768,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//dell/vostro-3400-core-i5-1135g7-12gb-512-gb-ssd-2gb-mx330-freedos-14-n4030vn3400emeabt11-p-665693620,13.4504,dell
15.6,Dahili Ekran Kartı,60.0,0.0,12.0,256.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/nb-v15-g3-i5-1235u-12gb-256gb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-82tt00a6tx030-p-772728351,13.9999,lenovo
15.6,Belirtilmemiş,60.0,500.0,8.0,256.0,1366 x 768,5.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/thinkbook-15-21a40038tx-r5-5500u-16gb-512gb-ssd-15-6-fdos-p-381939561,14.9999,lenovo
15.6,Dahili Ekran Kartı,60.0,0.0,16.0,256.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//hp/250-g8-i5-1135g7-16gb-256gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-853u7es2-p-767513671,12.499,hp
15.6,AMD Radeon Graphics,120.0,1.0,16.0,512.0,1920 x 1080,5.0,AMD Ryzen 7,Free Dos,https://www.trendyol.com//dell/inspiron-15-3525-i3525106u05-ryzen7-5825u-16gb-1tb-512ssd-15-6-fullhd-freedos-tasinabilir-bilg-p-458038167,16.824,dell
14.0,Intel UHD Graphics,60.0,0.0,8.0,256.0,1920 x 1080,11.0,Intel Core i3,Free Dos,https://www.trendyol.com//lenovo/v14-g2-i3-1115g4-8-gb-256-gb-ssd-fdos-14-fhd-dizustu-bilgisayar-82ka010xtx-p-635130949,10.99,lenovo
15.6,Nvidia GeForce MX550,60.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//hp/250-g9-6q8m6es07-i5-1235g-16gb-512gb-ssd-mx550-2vga-15-6-freedos-p-365995122,19.9999,hp
15.6,Intel UHD Graphics,60.0,0.0,4.0,256.0,1920 x 1080,12.0,Intel Core i3,Windows,https://www.trendyol.com//acer/aspire-3-a315-510p-32p0-nx-kdhey-002a1-i3-n305-4gb-256ssd-15-6-fullhd-w11h-tasinabilir-bilgisayar-p-776227506,9.2551,acer
15.6,Nvidia GeForce RTX 4060,165.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//acer/nitro5-core-i7-12700h-16-gb-512-gb-ssd-rtx-4060-8-gbfreedos-15-6-fhd-notebook-nh-qm0ey-001-p-719063232,36.999,acer
15.6,Intel Iris Graphics,60.0,0.0,8.0,512.0,2560 x 1440,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//acer/aspire-5-a515-57-59vs-intel-core-i5-1235u-8gb-512gb-ssd-iris-xe-freedos-15-6-wqhd-nx-k8cey-001-p-746331012,16.999,acer
18.0,Nvidia GeForce MX450,90.0,500.0,36.0,32.0,4480 x 2520,5.0,MediaTek P60T,Windows,https://www.trendyol.com//hp/probook-445-g10-ryzen-7-14-16g-512ssd-wpro-p-780478202,31.9853,hp
16.0,Nvidia GeForce RTX 4080,165.0,0.0,16.0,1.0,1920 x 1200,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614jz-n3039-intel-i7-13650hx-16gb-ddr5-1tb-ssd-rtx4080-16-wuxga-165hz-dos-p-678471978,72.099,asus
15.6,Intel Iris Graphics,60.0,0.0,16.0,1.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//casper/nirvana-c550-1255-bf00x-g-f-intel-core-i7-1255u-16gb-ram-1tb-nvme-ssd-gen4-freedos-p-740918778,19.499,casper
15.6,Intel UHD Graphics 600,60.0,0.0,4.0,1.0,1366 x 768,1.0,Intel Celeron,Windows,https://www.trendyol.com//lenovo/ideapad-1-82v700a9tx03p-n4020-4gb-1tbssd-15-6-hd-w11h-tasinabilir-bilgisayar-p-781827729,9.3678,lenovo
15.6,Nvidia GeForce RTX 3060 Ti,165.0,1.0,16.0,1.0,2560 x 1440,12.0,Intel Core i7,Windows,https://www.trendyol.com//lenovo/gaming-82s900estx-i7-16gb-1tb-gtx1650-15-6-laptop-p-779911987,38.999,lenovo
15.6,Intel UHD Graphics,60.0,0.0,4.0,256.0,1920 x 1080,12.0,Intel Core i3,Windows,https://www.trendyol.com//acer/aspire-3-a315-510p-32p0-nx-kdhey-002a1p-i3-n305-4gb-256ssd-15-6-fullhd-w11h-tasinabilir-bilgis-p-781818081,9.149,acer
16.1,Nvidia GeForce RTX 4060,144.0,0.0,16.0,1.0,1920 x 1080,13.0,Intel Core i5,Windows,https://www.trendyol.com//hp/victus-16-r0022nt-core-i5-13500h-16gb-1tb-ssd-8gb-rtx-4060-16-1-w11-mika-gumus-gaming-notebook-p-770299252,36.499,hp
14.0,Intel XE Graphics,60.0,0.0,16.0,1.0,1920 x 1080,12.0,Intel Core i7,Windows,https://www.trendyol.com//msi/prestige-14-evo-p-783529000,39.8435,msi
15.6,Belirtilmemiş,60.0,0.0,4.0,256.0,Belirtilmemiş,13.0,Intel Core i3,Windows,https://www.trendyol.com//lenovo/v15-g2-dizustu-bilgisayar-p-450355948,9.65,lenovo
15.6,Nvidia GeForce RTX 3050 Ti,144.0,0.0,8.0,512.0,1920 x 1080,12.0,Intel Core i5,Windows,https://www.trendyol.com//acer/nitro-5-an515-58-i5-12500h-8gb-512ssd-rtx3050ti-15-6-fhd-144hz-windows-11-home-gaming-laptop-p-674206583,25.753,acer
15.6,Intel UHD Graphics,60.0,0.0,8.0,1.0,1920 x 1080,13.0,Intel Celeron,Free Dos,https://www.trendyol.com//asus/intel-celeron-n4020-8gb-1tb-ssd-fhd-15-6-60hz-tasinabilir-bilgisayar-x515ma-ej679wt16-p-781596207,8.899,asus
15.6,AMD Radeon Graphics,60.0,0.0,8.0,512.0,1920 x 1080,7.0,AMD Athlon,Free Dos,https://www.trendyol.com//lenovo/vb-v15-amd-athlon-7120u-8-gb-512-gb-15-6-fhd-freedos-82yu00metxar2-p-781136825,9.799,lenovo
15.6,Nvidia GeForce RTX 4060,144.0,0.0,16.0,500.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//monster/tulpar-t5-v23-2-intel-core-i7-12650h-16-gb-ram-500-gb-ssd-8-gb-rtx-4060-freedos-15-6-fhd-144-hz-p-745868585,38.699,monster
10.0,AMD Radeon R5,60.0,0.0,1.0,120.0,1280 x 800,1.0,Intel Atom,Free Dos,https://www.trendyol.com//huawei/matebook-16s-windows-11-home-i9-yeni-uzay-grisi-16-1tb-p-734398820,43.499,huawei
15.6,Intel XE Graphics,60.0,0.0,8.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/vivobook-15-r1502za-ej971-i5-1235u-1-3-ghz-8gb-ddr4-512gb-ssd-iris-xe-graphics-60hz-15-6-full-p-776542824,14.5999,asus
14.0,Nvidia GeForce MX330,60.0,0.0,16.0,1.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/expertbook-intel-core-i5-1135g7-16gb-1tb-2gb-vga-mx330-14-fhd-free-dos-b14007-p-767397669,17.999,asus
15.0,Intel UHD Graphics,60.0,0.0,8.0,256.0,1920 x 1080,13.0,Intel Core i3,Free Dos,https://www.trendyol.com//lenovo/v15-83a1003ftx-i3-1315u-8gb-256gb-ssd-15-freedos-tasinabilir-bilgisayar-p-769004878,11.199,lenovo
15.6,Intel Iris Graphics,60.0,0.0,8.0,512.0,1920 x 1080,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//hp/15-fd0039nt-intel-core-i7-1355u-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-8m1t4ea-p-776853587,20.999,hp
15.6,Intel Iris Graphics,60.0,0.0,16.0,256.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//everest/everbook-eb-21r07-i5-1135g7-16gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-364317674,11.5321,everest
15.6,Dahili Ekran Kartı,60.0,256.0,8.0,256.0,Belirtilmemiş,13.0,AMD,Windows,https://www.trendyol.com//dell/nb-vostro-3520-n1605pvnb3520-u-i5-1235u-8gb-256ssd-o-b-15-ubuntu-p-685583306,14.2958,dell
15.6,Intel Iris Graphics,60.0,0.0,16.0,256.0,1920 x 1080,11.0,Intel Core i5,Windows,https://www.trendyol.com//dell/inspiron-15-3511-intel-core-i5-1135g7-16gb-256gb-ssd-15-6-windows-10-pro-fb1135u82n21-p-317785573,14.449,dell
16.0,Nvidia GeForce RTX 4080,240.0,0.0,32.0,1.0,2560 x 1600,13.0,Intel Core i9,Free Dos,https://www.trendyol.com//msi/vector-gp68hx-13vh-227xtr-i9-13980hx-32gb-ddr5-1tb-ssd-12gb-rtx4080-16-qhd-240hz-freedos-gaming-p-772142648,96.254,msi
15.0,M2 10 Çekirdekli,120.0,256.0,8.0,256.0,2880 x 1800,2.0,Apple M2,Mac Os,https://www.trendyol.com//apple/15-inch-macbook-air-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-256gb-silver-p-736178353,47.94,apple
13.3,Dahili Ekran Kartı,60.0,0.0,8.0,256.0,2560 x 1600,13.0,Apple M1,Mac Os,https://www.trendyol.com//apple/macbook-pro-13-m1-8gb-256gb-ssd-gumus-dizustu-bilgisayar-apple-turkiye-garantili-p-72183628,42.0,apple
15.6,Intel Iris Graphics,60.0,0.0,8.0,256.0,1920 x 1080,11.0,Intel Core i5,Windows,https://www.trendyol.com//lenovo/ideapad-3-82h803rytx-i5-1155g7-8gb-256ssd-15-6-fullhd-w11h-tasinabilir-bilgisayar-p-771894885,15.349,lenovo
14.0,Dahili Ekran Kartı,60.0,250.0,1.0,128.0,1280 x 800,1.0,AMD,Free Dos,https://www.trendyol.com//lenovo/thinkpad-x13-yoga-g2-20wk00aatx-i7-1165g7-16gb-512gb-ssd-13-3-inc-touch-kalem-freedos-notebook-tasin-p-655830607,53.63,lenovo
15.6,Nvidia GeForce RTX 4070,144.0,0.0,16.0,512.0,1920 x 1080,7.0,AMD Ryzen 9,Free Dos,https://www.trendyol.com//asus/tuf-gaming-a15-fa507xia17-lp041a17-amd-ryzen-9-7940hs-16gb-512gb-ssd-rtx4070-freedos-15-6-p-753805186,51.7415,asus
15.6,Intel XE Graphics,60.0,0.0,16.0,256.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-3-15iau7-intel-core-i5-1235u-16gb-256gb-ssd-freedos-15-6-fhd-82rk00tltxa37-p-780519647,14.3618,lenovo
17.3,Nvidia GeForce RTX 4060,144.0,0.0,16.0,1.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//monster/tulpar-t7-v20-7-4-intel-core-i7-12650h-16-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-760784459,40.999,monster
15.6,AMD,60.0,256.0,8.0,256.0,1920 x 1080,4.0,AMD Ryzen 5,Free Dos,https://www.trendyol.com//asus/vivobook-15-m1502ia-ej132-ryzen-5-4600h-8gb-256gb-ssd-15-6-full-hd-freedos-notebook-p-350174650,16.999,asus
15.6,Intel UHD Graphics,60.0,0.0,8.0,128.0,1920 x 1080,5.0,Intel Celeron,Windows,https://www.trendyol.com//acer/aspire-3-a315-35-08pypy-n4500-8gb-ram-128gb-ssd-uhd-graphics-15-6-win-11-pro-p-741204880,8.799,acer
15.6,Nvidia GeForce GTX 1650,120.0,500.0,8.0,512.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-11-nesil-core-i5-11320h-8gb-512-ssd-15-6-gtx1650-4gb-w11-p-347799344,24.999,lenovo
15.6,Intel Iris Graphics,60.0,0.0,8.0,256.0,1920 x 1280,11.0,Intel Core i5,Windows,https://www.trendyol.com//acer/extensa-ex215-54-57lw-intel-i5-1135g7-8gb-256gb-ssd-15-6-fhd-ekran-intel-iris-xe-w11home-p-763419775,12.75,acer
16.1,Nvidia GeForce RTX 4050,144.0,0.0,16.0,1.0,1920 x 1080,7.0,AMD Ryzen 7,Free Dos,https://www.trendyol.com//hp/victus-16-s0053nt-ryzen-7-7840hs-16gb-1tb-ssd-6gb-rtx-4050-144hz-16-1-fdos-laptop-892q1ea-p-745991257,34.999,hp
15.6,Nvidia GeForce RTX 2050,144.0,0.0,16.0,500.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1245-beg0x-b-intel-core-i5-12450h-16-gb-500gb-rtx-2050-fdos-p-776822940,25.499,casper
14.0,Intel UHD Graphics 620,60.0,512.0,8.0,512.0,1920 x 1080,10.0,Intel Core i5,Windows,https://www.trendyol.com//huawei/matebook-d14-intel-core-i5-10210u-8gb-ram-512gb-ssd-w10-home-14-office-365-1-yillik-bireysel-p-225552049,19.999,huawei
15.6,RTX A4500,60.0,0.0,16.0,512.0,1920 x 1080,11.0,Intel Core i7,Windows,https://www.trendyol.com//acer/aspire-3-a315-58-pypypy-i7-1165g7-16gb-ram-512gb-ssd-iris-xe-graphics-15-6-win-11-pro-p-742275955,22.999,acer
15.6,Dahili Ekran Kartı,60.0,0.0,8.0,500.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//casper/nirvana-c550-1235-8v00x-g-f-intel-core-i5-1235u-8gb-ram-500-gb-nvme-ssd-gen4-freedos-p-740918457,15.499,casper
,,,,,,,,,,https://www.trendyol.com//apple/macbook-pro-16-m2-pro-16gb-512gb-ssd-space-gray-laptop-apple-turkiye-garantili-mnw83tu-a-p-637235152,85.899,apple
15.6,Dahili Ekran Kartı,60.0,0.0,4.0,240.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/v15-82kb00gqtx-i5-1135g7-8gb-256g-15-6-34-dos-mx350-laptop-p-728571232,20.682,lenovo
14.0,Intel UHD Graphics,60.0,512.0,8.0,512.0,1920 x 1080,11.0,Intel Core i5,Windows,https://www.trendyol.com//asus/x415e-i5-1135g7-8-gb-512-gb-ssd-32-gb-optane-14-fhd-windows-11-x415ea-ek663w-p-290256325,19.99,asus
14.0,Intel Iris Graphics,60.0,0.0,8.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-5-14ial7-intel-core-i5-1240p-8gb-512gb-ssd-14-fhd-freedos-82sd007ftx-p-470336002,17.999,lenovo
14.0,AMD Radeon Graphics,60.0,0.0,8.0,512.0,1920 x 1080,4.0,AMD Ryzen 5,Free Dos,https://www.trendyol.com//asus/vivobook-14-m1402ia-ek136-ryzen-5-4600h-8-gb-512-gb-ssd-freedos-14-fhd-tasinabilir-bilgisayar-p-474547862,12.899,asus
14.0,Intel Iris Graphics,60.0,0.0,16.0,512.0,1920 x 1080,11.0,Intel Core i5,Windows,https://www.trendyol.com//asus/expertbook-p1412cea-eb0032-160512-i5-1135g7-16gb-ram-512gb-ssd-iris-xe-graphics-14-win-11-p-476026798,19.999,asus
16.0,Nvidia GeForce RTX 4060,165.0,0.0,32.0,1.0,1920 x 1200,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614jva42-n3159a42-intel-core-i7-13650hx-32gb-1tb-ssd-rtx4060-freedos-16-p-753788430,55.6207,asus
16.0,Nvidia GeForce RTX 4050,165.0,0.0,32.0,1.0,1920 x 1200,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614jua42-n3110a42-intel-i7-13650hx-32gb-1tb-ssd-rtx4050-yok-free-dos-16-p-700140861,51.0977,asus
15.6,Dahili Ekran Kartı,90.0,2.0,8.0,4.0,1920 x 1200,5.0,Intel Pentium,Windows,https://www.trendyol.com//lenovo/thinkpad-e14-21e30083tx-i5-1235u-8gb-256gb-ssd-14-fdos-p-749127203,21.999,lenovo
16.0,Nvidia GeForce RTX 4070,165.0,0.0,24.0,1.0,2560 x 1600,13.0,Intel Core i9,Free Dos,https://www.trendyol.com//acer/predator-core-i9-13900hx-24-b-1tb-ssd-rtx-4070-freedos-16-165-hz-ips-notebook-nh-qlvey-002-p-778000595,58.999,acer
13.0,Intel Iris Graphics,60.0,0.0,16.0,1.0,1920 x 1080,13.0,Intel Core i7,Windows,https://www.trendyol.com//asus/ux325ea-kg654w-fhd-oled-intel-i7-1165g7-16gb-1tb-ssd-iris-xe-numberpad-w11-notebook-p-260091480,44.999,asus
16.1,Nvidia GeForce RTX 3050 Ti,144.0,0.0,16.0,1.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//hp/victus-16-d1050nt-intel-core-i5-12500h-16gb-1tb-ssd-4gb-rtx-3050ti-16-1-fhd-144hz-freedos-p-653478534,29.4999,hp
15.6,Intel UHD Graphics 600,60.0,0.0,8.0,256.0,1920 x 1080,13.0,Intel Pentium,Free Dos,https://www.trendyol.com//lenovo/ideapad3-intel-pentium-silver-n5030-8gb-256gb-ssd-dos-15-6-fhd-laptop-lenovo-turkiye-garantili-p-671047509,10.995,lenovo
14.0,Intel Iris Graphics,60.0,0.0,16.0,512.0,1920 x 1200,13.0,Intel Core i7,Windows,https://www.trendyol.com//lenovo/yoga-7-intel-core-i7-1360p-16gb-512gb-ssd-windows-11-home-14-oled-tasinabilir-bilgisayar-p-772739296,47.999,lenovo
15.6,Nvidia GeForce RTX 3050,144.0,0.0,8.0,500.0,1920 x 1080,12.0,Intel Core i5,Windows,https://www.trendyol.com//casper/excalibur-g770-1245-8vj0t-b-intel-core-i5-12450h-8gb-ram-500-gb-nvme-ssd-gen4-4gb-rtx3050-w11-home-p-314093277,26.799,casper
14.0,Intel UHD Graphics,60.0,0.0,8.0,128.0,1920 x 1080,13.0,Intel Celeron,Windows,https://www.trendyol.com//asus/x415ma-ek385w-08pypy-n4020-8gb-ram-128gb-ssd-uhd-graphics-14-win-11-home-p-642484447,8.999,asus
10.0,RTX3050Ti Max-Q,240.0,32.0,3.0,32.0,4480 x 2520,13.0,AMD A6,Chrome OS,https://www.trendyol.com//samsung/a10-32-gb-yenilenmis-p-466718692,3.999,samsung
15.6,Intel UHD Graphics,60.0,0.0,8.0,256.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//dell/inspiron-15-3520-i5-1135g7-8gb-ram-256gb-ssd-15-6-inc-fhd-120hz-ubuntu-i35112009u-p-741337833,12.599,dell
15.6,Intel XE Graphics,60.0,0.0,24.0,1.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//lenovo/v15-g3-i7-1255u-24gb-1tb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82tt0055tx004-p-765652378,22.849,lenovo
13.3,M2 8 Çekirdekli,144.0,512.0,8.0,512.0,2560 x 1600,13.0,M2,Mac Os,https://www.trendyol.com//apple/macbook-pro-13-3-inc-m2-cip-8cpu-10gpu-8gb-512gb-ssd-uzay-grisi-mnej3tu-a-p-327464261,49.98,apple
15.6,Intel Iris Graphics,60.0,0.0,16.0,256.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//everest/everbook-eb-21a7-i5-1135g7-16gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-364318041,11.2851,everest
16.1,AMD Radeon Graphics,60.0,512.0,16.0,512.0,1920 x 1080,13.0,AMD Ryzen 5,Windows,https://www.trendyol.com//honor/magicbook-16-amd-ryzen-5-5600h-16gb-512gb-ssd-w11-home-16-1-fhd-tasinabilir-bilgisayar-p-241446516,24.999,honor
14.0,GTX 1650 Max-q,60.0,512.0,16.0,0.0,1920 x 1080,12.0,Intel Core i7,Windows,https://www.trendyol.com//msi/prestige-14-12-nesil-core-i7-1280p-16gb-512gb-ssd-14inc-gtx1650-4gb-w11-p-355654359,32.55,msi
15.6,Dahili Ekran Kartı,60.0,0.0,16.0,1.0,1920 x 1080,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1504va-nj41302-i7-1355u-24gb-1tb-ssd-15-6-fhd-freedos-p-776188647,24.719,asus
,,,,,,,,,,https://www.trendyol.com//everest/everbook-eb-21a5-i5-1135g7-8gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-364317923,10.2951,everest
15.6,Intel Iris Graphics,60.0,0.0,16.0,512.0,1920 x 1080,11.0,Intel Core i5,Windows,https://www.trendyol.com//asus/x515ea-bq1830w04-i5-1135g7-16gb-512ssd-15-6-fullhd-w11h-tasinabilir-bilgisayar-p-378246491,17.499,asus
15.6,Intel XE Graphics,60.0,0.0,16.0,256.0,1920 x 1080,12.0,Intel Core i5,Windows,https://www.trendyol.com//asus/fhd-intel-core-i5-1235u-islemci-intel-iris-xe-graphics-16gb-ram-256gb-ssd-windows-11-x1502za-p-778724892,13.999,asus
15.6,Dahili Ekran Kartı,60.0,500.0,8.0,512.0,1920 x 1200,10.0,AMD Ryzen 7,Free Dos,https://www.trendyol.com//dell/vostro-3515-f6270-r7-3700u-8gb-512gb-ssd-15-6-dos-p-161430776,12.999,dell
15.6,AMD Radeon Graphics,60.0,0.0,8.0,512.0,1920 x 1080,5.0,AMD Ryzen 3,Free Dos,https://www.trendyol.com//hp/15s-eq2010nt-amd-ryzen-3-5300u-8gb-ram-512gb-ssd-15-6-inc-fhd-freedos-hp4h0k2ea01-zettacanta-p-742022942,12.4,hp
14.0,Intel UHD Graphics,60.0,0.0,8.0,128.0,1920 x 1080,4.0,Intel Celeron,Windows,https://www.trendyol.com//asus/x415ma-ek741w-x1-celeron-n4020-8gb-128gb-ssd-14-windows-11-tasinabilir-bilgisayar-p-767705851,8.749,asus
15.6,Intel Iris Graphics,60.0,0.0,24.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1502za-ej1068a4-i5-1235u-24gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-764573724,16.0371,asus
15.6,Intel Iris Graphics,60.0,0.0,32.0,512.0,1920 x 1080,12.0,Intel Core i5,Windows,https://www.trendyol.com//hp/250-g9-intel-core-i5-1235u-32gb-512gb-ssd-intel-iris-xe-graphics-win11pro-15-6-fhd-250g96q8n9es42-p-742034498,20.6,hp
15.6,Dahili Ekran Kartı,60.0,0.0,8.0,256.0,1920 x 1080,13.0,Intel Core M,Free Dos,https://www.trendyol.com//hp/elitebook-630-g9-6s6y3ea-i5-1235u-16gb-512gb-ssd-13-3-fdos-p-379275333,27.773,hp
15.6,Belirtilmemiş,60.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i5,Windows,https://www.trendyol.com//hp/250-g9-intel-core-i5-1235u-16gb-512gb-ssd-windows-11-pro-mx550-2gb-15-6-fhd-6q8m6es38-p-361883153,21.399,hp
15.6,Nvidia GeForce RTX 4070,144.0,0.0,16.0,512.0,1920 x 1080,7.0,AMD Ryzen 9,Free Dos,https://www.trendyol.com//asus/tuf-gaming-a15-fa507xi-lp013-amd-ryzen-9-7940hs-16gb-512gb-ssd-rtx-4070-freedos-15-6-fhd-144hz-p-742984660,54.999,asus
15.6,Nvidia GeForce RTX 3050,144.0,0.0,32.0,1.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//asus/tuf-gaming-f15-i7-12700h-32-gb-1-tb-rtx3050-15-6-fhd-144hz-free-dos-hn0091010-p-686099752,36.6606,asus
15.6,,,0.0,,500.0,,,,,https://www.trendyol.com//monster/abra-a5-v17-3-1-intel-core-i7-11800h-8gb-500gb-ssd-rtx3050ti-windows-11-15-6-fhd-p-117390125,30.699,monster
15.6,Intel Iris Graphics,60.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/v15-g3-iap-i5-1235u-16gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82tt00a5tx001-p-683001430,14.6109,lenovo
15.6,Nvidia GeForce RTX 3050,144.0,0.0,16.0,1.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//acer/nitro5-an515-57-556s-1-i5-11400h-16gb-1tb-ssd-rtx3050-15-6-fhd-144hz-dos-tasinabilir-bilgisayar-p-770362838,26.199,acer
14.0,Intel UHD Graphics,60.0,0.0,8.0,256.0,1920 x 1080,13.0,Intel Core i5,Windows,https://www.trendyol.com//hp/probook-440-g10-859z6ea-i5-1335u-8gb-256gb-ssd-14-w11pro-p-775440469,27.597,hp
15.6,Dahili Ekran Kartı,60.0,0.0,16.0,256.0,1920 x 1080,5.0,AMD Ryzen 5,Free Dos,https://www.trendyol.com//lenovo/v15-g3-82tv004etxe3-ryzen-5-5625u-16gb-256gb-ssd-15-6-fhd-freedos-p-746187174,12.2999,lenovo
15.6,Intel UHD Graphics,60.0,256.0,4.0,0.0,1920 x 1080,11.0,Intel Core i3,Windows,https://www.trendyol.com//lenovo/ideapad-3-11-nesil-core-i3-1115g4-4gb-256gb-ssd-15-6inc-w11-p-354135688,9.699,lenovo
15.6,Nvidia GeForce MX350,60.0,1.0,16.0,256.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-3-15itl6-intel-i5-1155g7-16gb-1tb-256gb-ssd-mx350-freedos-15-6-82h8036atxa37-p-775557321,16.7503,lenovo
